api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,adapt_route,estimated_hours,adapter_project,status,notes
P1-0146,M03,android.graphics.drawable.shapes,Shape,<init>,ctor,P1,,Shape 构造函数,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0147,M03,android.graphics.drawable.shapes,Shape,draw,method,P1,,绘制,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0148,M03,android.graphics.drawable.shapes,Shape,getHeight,method,P1,,获取高度,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0149,M03,android.graphics.drawable.shapes,Shape,getOutline,method,P1,,获取Outline,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0150,M03,android.graphics.drawable.shapes,Shape,getWidth,method,P1,,获取宽度,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0151,M03,android.graphics.drawable.shapes,Shape,hasAlpha,method,P1,,判断是否有Alpha,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0152,M03,android.graphics.drawable.shapes,Shape,onResize,method,P1,,Resize回调,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0153,M03,android.graphics.drawable.shapes,Shape,resize,method,P1,,Shape.resize(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0154,M03,android.graphics.fonts,Font,getAxes,method,P1,,获取Axes,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0155,M03,android.graphics.fonts,Font,getBuffer,method,P1,,获取Buffer,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0156,M03,android.graphics.fonts,Font,getFile,method,P1,,获取File,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0157,M03,android.graphics.fonts,Font,getLocaleList,method,P1,,获取LocaleList,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0158,M03,android.graphics.fonts,Font,getMetrics,method,P1,,获取Metrics,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0159,M03,android.graphics.fonts,Font,getSourceIdentifier,method,P1,,获取SourceIdentifier,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0160,M03,android.graphics.fonts,Font,getStyle,method,P1,,获取Style,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0161,M03,android.graphics.fonts,Font,getTtcIndex,method,P1,,获取TtcIndex,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0162,M03,android.graphics.pdf,PdfDocument,<init>,ctor,P1,,PdfDocument 构造函数,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0163,M03,android.graphics.pdf,PdfDocument,close,method,P1,,关闭/释放资源,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0164,M03,android.graphics.pdf,PdfDocument,finishPage,method,P1,,PdfDocument.finishPage(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0165,M03,android.graphics.pdf,PdfDocument,getPages,method,P1,,获取Pages,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0166,M03,android.graphics.pdf,PdfDocument,startPage,method,P1,,PdfDocument.startPage(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0167,M03,android.graphics.text,LineBreakConfig,LINE_BREAK_STYLE_LOOSE,field,P1,,LineBreakConfig.LINE_BREAK_STYLE_LOOSE 常量/字段,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0168,M03,android.graphics.text,LineBreakConfig,LINE_BREAK_STYLE_NONE,field,P1,,LineBreakConfig.LINE_BREAK_STYLE_NONE 常量/字段,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0169,M03,android.graphics.text,LineBreakConfig,LINE_BREAK_STYLE_NORMAL,field,P1,,LineBreakConfig.LINE_BREAK_STYLE_NORMAL 常量/字段,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0170,M03,android.graphics.text,LineBreakConfig,LINE_BREAK_STYLE_STRICT,field,P1,,LineBreakConfig.LINE_BREAK_STYLE_STRICT 常量/字段,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0171,M03,android.graphics.text,LineBreakConfig,LINE_BREAK_WORD_STYLE_NONE,field,P1,,LineBreakConfig.LINE_BREAK_WORD_STYLE_NONE 常量/字段,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0172,M03,android.graphics.text,LineBreakConfig,LINE_BREAK_WORD_STYLE_PHRASE,field,P1,,LineBreakConfig.LINE_BREAK_WORD_STYLE_PHRASE 常量/字段,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0173,M03,android.graphics.text,LineBreakConfig,getLineBreakStyle,method,P1,,获取LineBreakStyle,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0174,M03,android.graphics.text,LineBreakConfig,getLineBreakWordStyle,method,P1,,获取LineBreakWordStyle,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0175,M03,android.view,AbsSavedState,<init>,ctor,P1,,AbsSavedState 构造函数,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0176,M03,android.view,AbsSavedState,<init>,ctor,P1,,AbsSavedState 构造函数,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0177,M03,android.view,AbsSavedState,<init>,ctor,P1,,AbsSavedState 构造函数,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0178,M03,android.view,AbsSavedState,CREATOR,field,P1,,AbsSavedState.CREATOR 常量/字段,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0179,M03,android.view,AbsSavedState,EMPTY_STATE,field,P1,,AbsSavedState.EMPTY_STATE 常量/字段,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0180,M03,android.view,AbsSavedState,describeContents,method,P1,,AbsSavedState.describeContents(),ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0181,M03,android.view,AbsSavedState,getSuperState,method,P1,,获取SuperState,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0182,M03,android.view,AbsSavedState,writeToParcel,method,P1,,AbsSavedState.writeToParcel(),ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0183,M03,android.view,ActionMode,<init>,ctor,P1,,ActionMode 构造函数,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0184,M03,android.view,ActionMode,DEFAULT_HIDE_DURATION,field,P1,,ActionMode.DEFAULT_HIDE_DURATION 常量/字段,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0185,M03,android.view,ActionMode,TYPE_FLOATING,field,P1,,ActionMode.TYPE_FLOATING 常量/字段,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0186,M03,android.view,ActionMode,TYPE_PRIMARY,field,P1,,ActionMode.TYPE_PRIMARY 常量/字段,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0187,M03,android.view,ActionMode,finish,method,P1,,结束/关闭,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0188,M03,android.view,ActionMode,getCustomView,method,P1,,获取CustomView,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0189,M03,android.view,ActionMode,getMenu,method,P1,,获取Menu,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0190,M03,android.view,ActionMode,getMenuInflater,method,P1,,获取MenuInflater,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0191,M03,android.view,ActionMode,getSubtitle,method,P1,,获取Subtitle,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0192,M03,android.view,ActionMode,getTag,method,P1,,获取Tag,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0193,M03,android.view,ActionMode,getTitle,method,P1,,获取Title,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0194,M03,android.view,ActionMode,getTitleOptionalHint,method,P1,,获取TitleOptionalHint,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0195,M03,android.view,ActionMode,getType,method,P1,,获取Type,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0196,M03,android.view,ActionMode,hide,method,P1,,ActionMode.hide(),ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0197,M03,android.view,ActionMode,invalidate,method,P1,,触发重绘,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0198,M03,android.view,ActionMode,invalidateContentRect,method,P1,,ActionMode.invalidateContentRect(),ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0199,M03,android.view,ActionMode,isTitleOptional,method,P1,,判断是否TitleOptional,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0200,M03,android.view,ActionMode,onWindowFocusChanged,method,P1,,WindowFocusChanged回调,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0201,M03,android.view,ActionMode,setCustomView,method,P1,,设置CustomView,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0202,M03,android.view,ActionMode,setSubtitle,method,P1,,设置Subtitle,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0203,M03,android.view,ActionMode,setSubtitle,method,P1,,设置Subtitle,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0204,M03,android.view,ActionMode,setTag,method,P1,,设置Tag,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0205,M03,android.view,ActionMode,setTitle,method,P1,,设置Title,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0206,M03,android.view,ActionMode,setTitle,method,P1,,设置Title,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0207,M03,android.view,ActionMode,setTitleOptionalHint,method,P1,,设置TitleOptionalHint,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0208,M03,android.view,ActionMode,setType,method,P1,,设置Type,ArkUI 组件,3,adapter,,13X-03,auto-filled,
P1-0209,M03,android.view,GestureDetector,SimpleOnGestureListener,class,P1,1,手势监听器基类,GestureEvent回调,2,adapter,4,13X-03,planned,手势回调
P1-0210,M03,android.view,GestureDetector,onTouchEvent,method,P1,1,手势检测触摸处理,GestureGroup组件,2,adapter,4,13X-03,planned,手势识别
P1-0211,M03,android.view,LayoutInflater,inflate,method,P1,2,从XML加载布局,loadLayout() / build(),2,adapter,4,13X-03,planned,布局加载
P1-0212,M03,android.view,MotionEvent,getAction,method,P1,1,获取触摸动作类型,TouchEvent.type,1,adapter,2,13X-03,planned,触摸事件
P1-0213,M03,android.view,MotionEvent,getPointerCount,method,P1,2,获取触摸指针数量,TouchEvent.touches.length,1,adapter,2,13X-03,planned,多点触控
P1-0214,M03,android.view,MotionEvent,getPointerId,method,P1,2,获取触摸指针ID,TouchEvent.touches[i].id,1,adapter,2,13X-03,planned,多点触控
P1-0215,M03,android.view,MotionEvent,getX,method,P1,1,获取触摸X坐标,TouchEvent.touches[0].x,1,adapter,2,13X-03,planned,坐标获取
P1-0216,M03,android.view,MotionEvent,getY,method,P1,1,获取触摸Y坐标,TouchEvent.touches[0].y,1,adapter,2,13X-03,planned,坐标获取
P1-0217,M03,android.view,View,View,constructor,P1,1,创建视图对象,Component,1,adapter,2,13X-03,planned,UI基础
P1-0218,M03,android.view,View,animate,method,P1,3,获取视图属性动画器,animateTo(),2,adapter,4,13X-03,planned,动画入口
P1-0219,M03,android.view,View,dispatchTouchEvent,method,P1,1,分发触摸事件,事件分发机制,3,adapter,8,13X-03,planned,事件分发链
P1-0220,M03,android.view,View,draw,method,P1,1,执行视图绘制,Component.onDraw(),2,adapter,4,13X-03,planned,自定义绘制
P1-0221,M03,android.view,View,findViewById,method,P1,1,通过ID查找子视图,Component.findById() (声明式无需),2,adapter,4,13X-03,planned,视图查找
P1-0222,M03,android.view,View,getHeight,method,P1,1,获取视图高度,Component.height,1,adapter,2,13X-03,planned,尺寸查询
P1-0223,M03,android.view,View,getId,method,P1,1,获取视图ID,Component.id,1,adapter,2,13X-03,planned,UI查询
P1-0224,M03,android.view,View,getParent,method,P1,1,获取父视图,Component.getParent(),1,adapter,2,13X-03,planned,视图层次
P1-0225,M03,android.view,View,getTag,method,P1,1,获取视图标签数据,自定义属性读取,1,adapter,2,13X-03,planned,数据绑定
P1-0226,M03,android.view,View,getWidth,method,P1,1,获取视图宽度,Component.width,1,adapter,2,13X-03,planned,尺寸查询
P1-0227,M03,android.view,View,invalidate,method,P1,1,标记视图需重绘,Component.markNeedRender(),2,adapter,4,13X-03,planned,UI刷新
P1-0228,M03,android.view,View,isEnabled,method,P1,1,查询视图可用状态,enabled属性读取,1,adapter,2,13X-03,planned,状态查询
P1-0229,M03,android.view,View,layout,method,P1,1,执行视图布局,Component.layout(),2,adapter,4,13X-03,planned,布局计算
P1-0230,M03,android.view,View,measure,method,P1,1,触发视图测量,Component.measure(),2,adapter,4,13X-03,planned,布局计算
P1-0231,M03,android.view,View,onDraw,method,P1,1,绘制视图,build()输出,2,adapter,4,13X-03,planned,UI渲染
P1-0232,M03,android.view,View,onLayout,method,P1,1,布局视图子组件,Component.arrange(),2,adapter,4,13X-03,planned,UI布局
P1-0233,M03,android.view,View,onMeasure,method,P1,1,测量视图大小,Component宽高计算,2,adapter,4,13X-03,planned,UI布局
P1-0234,M03,android.view,View,onTouchEvent,method,P1,1,处理触摸事件,onTouch回调,2,adapter,4,13X-03,planned,事件分发
P1-0235,M03,android.view,View,requestFocus,method,P1,1,请求视图获取焦点,.defaultFocus(),1,adapter,2,13X-03,planned,焦点管理
P1-0236,M03,android.view,View,requestLayout,method,P1,1,请求重新布局,Component.markNeedLayout(),2,adapter,4,13X-03,planned,布局刷新
P1-0237,M03,android.view,View,setAlpha,method,P1,1,设置视图透明度,opacity属性,1,adapter,2,13X-03,planned,透明度
P1-0238,M03,android.view,View,setBackground,method,P1,1,设置视图背景,backgroundColor/backgroundImage,1,adapter,2,13X-03,planned,背景样式
P1-0239,M03,android.view,View,setEnabled,method,P1,1,设置视图可用状态,enabled属性,1,adapter,2,13X-03,planned,交互控制
P1-0240,M03,android.view,View,setFocusable,method,P1,1,设置视图可获焦,focusable属性,1,adapter,2,13X-03,planned,焦点管理
P1-0241,M03,android.view,View,setLayoutParams,method,P1,1,设置布局参数,width/height/margin属性,1,adapter,2,13X-03,planned,布局参数
P1-0242,M03,android.view,View,setOnClickListener,method,P1,1,设置点击监听,onClick属性,1,adapter,2,13X-03,planned,事件处理
P1-0243,M03,android.view,View,setOnTouchListener,method,P1,1,设置触摸事件监听,onTouch属性,1,adapter,2,13X-03,planned,触摸事件
P1-0244,M03,android.view,View,setPadding,method,P1,1,设置视图内边距,padding属性,1,adapter,2,13X-03,planned,布局属性
P1-0245,M03,android.view,View,setRotation,method,P1,1,设置视图旋转角度,rotate属性,1,adapter,2,13X-03,planned,变换
P1-0246,M03,android.view,View,setScaleX,method,P1,1,设置X轴缩放,scale属性,1,adapter,2,13X-03,planned,变换
P1-0247,M03,android.view,View,setScaleY,method,P1,1,设置Y轴缩放,scale属性,1,adapter,2,13X-03,planned,变换
P1-0248,M03,android.view,View,setTag,method,P1,1,设置视图标签数据,自定义属性存储,1,adapter,2,13X-03,planned,数据绑定
P1-0249,M03,android.view,View,setTranslationX,method,P1,1,设置X轴平移,translate属性,1,adapter,2,13X-03,planned,变换
P1-0250,M03,android.view,View,setTranslationY,method,P1,1,设置Y轴平移,translate属性,1,adapter,2,13X-03,planned,变换
P1-0251,M03,android.view,View,setVisibility,method,P1,1,设置视图可见性,visibility属性,1,adapter,2,13X-03,planned,UI控制
P1-0252,M03,android.view,ViewGroup,addView,method,P1,1,添加子视图,Container.addChild(),1,adapter,2,13X-03,planned,UI层次
P1-0253,M03,android.view,ViewGroup,getChildAt,method,P1,1,获取指定位置子视图,Container.getChild(index),1,adapter,2,13X-03,planned,子视图访问
P1-0254,M03,android.view,ViewGroup,getChildCount,method,P1,1,获取子视图数量,Container.childCount,1,adapter,2,13X-03,planned,子视图数量
P1-0255,M03,android.view,ViewGroup,indexOfChild,method,P1,1,获取子视图索引,Container.indexOf(child),1,adapter,2,13X-03,planned,子视图查找
P1-0256,M03,android.view,ViewGroup,removeAllViews,method,P1,1,移除所有子视图,Container.removeAllChildren(),1,adapter,2,13X-03,planned,子视图管理
P1-0257,M03,android.view,ViewGroup,removeView,method,P1,1,移除子视图,Container.removeChild(),1,adapter,2,13X-03,planned,UI层次
P1-0258,M03,android.view,ViewGroup,removeViewAt,method,P1,1,移除指定位置子视图,Container.removeChildAt(index),1,adapter,2,13X-03,planned,子视图管理
P1-0259,M03,android.view.accessibility,AccessibilityEvent,<init>,ctor,P1,,AccessibilityEvent 构造函数,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0260,M03,android.view.accessibility,AccessibilityEvent,<init>,ctor,P1,,AccessibilityEvent 构造函数,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0261,M03,android.view.accessibility,AccessibilityEvent,<init>,ctor,P1,,AccessibilityEvent 构造函数,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0262,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_CONTENT_DESCRIPTION,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_CONTENT_DESCRIPTION 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0263,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_CONTENT_INVALID,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_CONTENT_INVALID 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0264,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_DRAG_CANCELLED,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_DRAG_CANCELLED 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0265,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_DRAG_DROPPED,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_DRAG_DROPPED 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0266,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_DRAG_STARTED,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_DRAG_STARTED 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0267,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_ENABLED,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_ENABLED 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0268,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_ERROR,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_ERROR 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0269,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_PANE_APPEARED,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_PANE_APPEARED 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0270,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_PANE_DISAPPEARED,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_PANE_DISAPPEARED 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0271,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_PANE_TITLE,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_PANE_TITLE 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0272,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_STATE_DESCRIPTION,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_STATE_DESCRIPTION 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0273,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_SUBTREE,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_SUBTREE 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0274,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_TEXT,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_TEXT 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0275,M03,android.view.accessibility,AccessibilityEvent,CONTENT_CHANGE_TYPE_UNDEFINED,field,P1,,AccessibilityEvent.CONTENT_CHANGE_TYPE_UNDEFINED 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0276,M03,android.view.accessibility,AccessibilityEvent,CREATOR,field,P1,,AccessibilityEvent.CREATOR 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0277,M03,android.view.accessibility,AccessibilityEvent,INVALID_POSITION,field,P1,,AccessibilityEvent.INVALID_POSITION 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
P1-0278,M03,android.view.accessibility,AccessibilityEvent,MAX_TEXT_LENGTH,field,P1,,AccessibilityEvent.MAX_TEXT_LENGTH 常量/字段,ArkUI 组件,3,not-feasible,,13X-03,auto-filled,
