api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,estimated_hours,adapter_project,status,notes
P2-0341,M06,android.media.effect,EffectFactory,EFFECT_CONTRAST,field,P2,,,,,,13X-06,scraped,
P2-0342,M06,android.media.effect,EffectFactory,EFFECT_CROP,field,P2,,,,,,13X-06,scraped,
P2-0343,M06,android.media.effect,EffectFactory,EFFECT_CROSSPROCESS,field,P2,,,,,,13X-06,scraped,
P2-0344,M06,android.media.effect,EffectFactory,EFFECT_DOCUMENTARY,field,P2,,,,,,13X-06,scraped,
P2-0345,M06,android.media.effect,EffectFactory,EFFECT_DUOTONE,field,P2,,,,,,13X-06,scraped,
P2-0346,M06,android.media.effect,EffectFactory,EFFECT_FILLLIGHT,field,P2,,,,,,13X-06,scraped,
P2-0347,M06,android.media.effect,EffectFactory,EFFECT_FISHEYE,field,P2,,,,,,13X-06,scraped,
P2-0348,M06,android.media.effect,EffectFactory,EFFECT_FLIP,field,P2,,,,,,13X-06,scraped,
P2-0349,M06,android.media.effect,EffectFactory,EFFECT_GRAIN,field,P2,,,,,,13X-06,scraped,
P2-0350,M06,android.media.effect,EffectFactory,EFFECT_GRAYSCALE,field,P2,,,,,,13X-06,scraped,
P2-0351,M06,android.media.effect,EffectFactory,EFFECT_LOMOISH,field,P2,,,,,,13X-06,scraped,
P2-0352,M06,android.media.effect,EffectFactory,EFFECT_NEGATIVE,field,P2,,,,,,13X-06,scraped,
P2-0353,M06,android.media.effect,EffectFactory,EFFECT_POSTERIZE,field,P2,,,,,,13X-06,scraped,
P2-0354,M06,android.media.effect,EffectFactory,EFFECT_REDEYE,field,P2,,,,,,13X-06,scraped,
P2-0355,M06,android.media.effect,EffectFactory,EFFECT_ROTATE,field,P2,,,,,,13X-06,scraped,
P2-0356,M06,android.media.effect,EffectFactory,EFFECT_SATURATE,field,P2,,,,,,13X-06,scraped,
P2-0357,M06,android.media.effect,EffectFactory,EFFECT_SEPIA,field,P2,,,,,,13X-06,scraped,
P2-0358,M06,android.media.effect,EffectFactory,EFFECT_SHARPEN,field,P2,,,,,,13X-06,scraped,
P2-0359,M06,android.media.effect,EffectFactory,EFFECT_STRAIGHTEN,field,P2,,,,,,13X-06,scraped,
P2-0360,M06,android.media.effect,EffectFactory,EFFECT_TEMPERATURE,field,P2,,,,,,13X-06,scraped,
P2-0361,M06,android.media.effect,EffectFactory,EFFECT_TINT,field,P2,,,,,,13X-06,scraped,
P2-0362,M06,android.media.effect,EffectFactory,EFFECT_VIGNETTE,field,P2,,,,,,13X-06,scraped,
P2-0363,M06,android.media.effect,EffectUpdateListener,onEffectUpdated,method,P2,,,,,,13X-06,scraped,
P2-0364,M06,android.media.metrics,BundleSession,close,method,P2,,,,,,13X-06,scraped,
P2-0365,M06,android.media.metrics,BundleSession,getSessionId,method,P2,,,,,,13X-06,scraped,
P2-0366,M06,android.media.metrics,BundleSession,reportBundleMetrics,method,P2,,,,,,13X-06,scraped,
P2-0367,M06,android.media.metrics,BundleSession,KEY_STATSD_ATOM,field,P2,,,,,,13X-06,scraped,
P2-0368,M06,android.media.metrics,EditingSession,close,method,P2,,,,,,13X-06,scraped,
P2-0369,M06,android.media.metrics,EditingSession,getSessionId,method,P2,,,,,,13X-06,scraped,
P2-0370,M06,android.media.metrics,Event,getMetricsBundle,method,P2,,,,,,13X-06,scraped,
P2-0371,M06,android.media.metrics,Event,getTimeSinceCreatedMillis,method,P2,,,,,,13X-06,scraped,
P2-0372,M06,android.media.metrics,LogSessionId,getStringId,method,P2,,,,,,13X-06,scraped,
P2-0373,M06,android.media.metrics,LogSessionId,LOG_SESSION_ID_NONE,field,P2,,,,,,13X-06,scraped,
P2-0374,M06,android.media.metrics,MediaMetricsManager,createBundleSession,method,P2,,,,,,13X-06,scraped,
P2-0375,M06,android.media.metrics,MediaMetricsManager,createEditingSession,method,P2,,,,,,13X-06,scraped,
P2-0376,M06,android.media.metrics,MediaMetricsManager,createPlaybackSession,method,P2,,,,,,13X-06,scraped,
P2-0377,M06,android.media.metrics,MediaMetricsManager,createRecordingSession,method,P2,,,,,,13X-06,scraped,
P2-0378,M06,android.media.metrics,MediaMetricsManager,createTranscodingSession,method,P2,,,,,,13X-06,scraped,
P2-0379,M06,android.media.metrics,MediaMetricsManager,releaseSessionId,method,P2,,,,,,13X-06,scraped,
P2-0380,M06,android.media.metrics,MediaMetricsManager,INVALID_TIMESTAMP,field,P2,,,,,,13X-06,scraped,
P2-0381,M06,android.media.metrics,NetworkEvent,describeContents,method,P2,,,,,,13X-06,scraped,
P2-0382,M06,android.media.metrics,NetworkEvent,getNetworkType,method,P2,,,,,,13X-06,scraped,
P2-0383,M06,android.media.metrics,NetworkEvent,writeToParcel,method,P2,,,,,,13X-06,scraped,
P2-0384,M06,android.media.metrics,NetworkEvent,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0385,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_2G,field,P2,,,,,,13X-06,scraped,
P2-0386,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_3G,field,P2,,,,,,13X-06,scraped,
P2-0387,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_4G,field,P2,,,,,,13X-06,scraped,
P2-0388,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_5G_NSA,field,P2,,,,,,13X-06,scraped,
P2-0389,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_5G_SA,field,P2,,,,,,13X-06,scraped,
P2-0390,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_ETHERNET,field,P2,,,,,,13X-06,scraped,
P2-0391,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_OFFLINE,field,P2,,,,,,13X-06,scraped,
P2-0392,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_OTHER,field,P2,,,,,,13X-06,scraped,
P2-0393,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_UNKNOWN,field,P2,,,,,,13X-06,scraped,
P2-0394,M06,android.media.metrics,NetworkEvent,NETWORK_TYPE_WIFI,field,P2,,,,,,13X-06,scraped,
P2-0395,M06,android.media.midi,MidiDevice,connectPorts,method,P2,,,,,,13X-06,scraped,
P2-0396,M06,android.media.midi,MidiDevice,getInfo,method,P2,,,,,,13X-06,scraped,
P2-0397,M06,android.media.midi,MidiDevice,openInputPort,method,P2,,,,,,13X-06,scraped,
P2-0398,M06,android.media.midi,MidiDevice,openOutputPort,method,P2,,,,,,13X-06,scraped,
P2-0399,M06,android.media.projection,MediaProjection,createVirtualDisplay,method,P2,,,,,,13X-06,scraped,
P2-0400,M06,android.media.projection,MediaProjection,registerCallback,method,P2,,,,,,13X-06,scraped,
P2-0401,M06,android.media.projection,MediaProjection,stop,method,P2,,,,,,13X-06,scraped,
P2-0402,M06,android.media.projection,MediaProjection,unregisterCallback,method,P2,,,,,,13X-06,scraped,
P2-0403,M06,android.media.session,MediaController,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0404,M06,android.media.session,MediaController,adjustVolume,method,P2,,,,,,13X-06,scraped,
P2-0405,M06,android.media.session,MediaController,dispatchMediaButtonEvent,method,P2,,,,,,13X-06,scraped,
P2-0406,M06,android.media.session,MediaController,getExtras,method,P2,,,,,,13X-06,scraped,
P2-0407,M06,android.media.session,MediaController,getFlags,method,P2,,,,,,13X-06,scraped,
P2-0408,M06,android.media.session,MediaController,getMetadata,method,P2,,,,,,13X-06,scraped,
P2-0409,M06,android.media.session,MediaController,getPackageName,method,P2,,,,,,13X-06,scraped,
P2-0410,M06,android.media.session,MediaController,getPlaybackInfo,method,P2,,,,,,13X-06,scraped,
P2-0411,M06,android.media.session,MediaController,getPlaybackState,method,P2,,,,,,13X-06,scraped,
P2-0412,M06,android.media.session,MediaController,getQueue,method,P2,,,,,,13X-06,scraped,
P2-0413,M06,android.media.session,MediaController,getQueueTitle,method,P2,,,,,,13X-06,scraped,
P2-0414,M06,android.media.session,MediaController,getRatingType,method,P2,,,,,,13X-06,scraped,
P2-0415,M06,android.media.session,MediaController,getSessionActivity,method,P2,,,,,,13X-06,scraped,
P2-0416,M06,android.media.session,MediaController,getSessionInfo,method,P2,,,,,,13X-06,scraped,
P2-0417,M06,android.media.session,MediaController,getSessionToken,method,P2,,,,,,13X-06,scraped,
P2-0418,M06,android.media.session,MediaController,getTag,method,P2,,,,,,13X-06,scraped,
P2-0419,M06,android.media.session,MediaController,getTransportControls,method,P2,,,,,,13X-06,scraped,
P2-0420,M06,android.media.session,MediaController,registerCallback,method,P2,,,,,,13X-06,scraped,
P2-0421,M06,android.media.session,MediaController,registerCallback,method,P2,,,,,,13X-06,scraped,
P2-0422,M06,android.media.session,MediaController,sendCommand,method,P2,,,,,,13X-06,scraped,
P2-0423,M06,android.media.session,MediaController,setVolumeTo,method,P2,,,,,,13X-06,scraped,
P2-0424,M06,android.media.session,MediaController,unregisterCallback,method,P2,,,,,,13X-06,scraped,
P2-0425,M06,android.media.tv,AdBuffer,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0426,M06,android.media.tv,AdBuffer,describeContents,method,P2,,,,,,13X-06,scraped,
P2-0427,M06,android.media.tv,AdBuffer,getFlags,method,P2,,,,,,13X-06,scraped,
P2-0428,M06,android.media.tv,AdBuffer,getId,method,P2,,,,,,13X-06,scraped,
P2-0429,M06,android.media.tv,AdBuffer,getLength,method,P2,,,,,,13X-06,scraped,
P2-0430,M06,android.media.tv,AdBuffer,getMimeType,method,P2,,,,,,13X-06,scraped,
P2-0431,M06,android.media.tv,AdBuffer,getOffset,method,P2,,,,,,13X-06,scraped,
P2-0432,M06,android.media.tv,AdBuffer,getPresentationTimeUs,method,P2,,,,,,13X-06,scraped,
P2-0433,M06,android.media.tv,AdBuffer,getSharedMemory,method,P2,,,,,,13X-06,scraped,
P2-0434,M06,android.media.tv,AdBuffer,writeToParcel,method,P2,,,,,,13X-06,scraped,
P2-0435,M06,android.media.tv,AdBuffer,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0436,M06,android.media.tv,AdRequest,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0437,M06,android.media.tv,AdRequest,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0438,M06,android.media.tv,AdRequest,describeContents,method,P2,,,,,,13X-06,scraped,
P2-0439,M06,android.media.tv,AdRequest,getEchoIntervalMillis,method,P2,,,,,,13X-06,scraped,
P2-0440,M06,android.media.tv,AdRequest,getFileDescriptor,method,P2,,,,,,13X-06,scraped,
P2-0441,M06,android.media.tv,AdRequest,getId,method,P2,,,,,,13X-06,scraped,
P2-0442,M06,android.media.tv,AdRequest,getMediaFileType,method,P2,,,,,,13X-06,scraped,
P2-0443,M06,android.media.tv,AdRequest,getMetadata,method,P2,,,,,,13X-06,scraped,
P2-0444,M06,android.media.tv,AdRequest,getRequestType,method,P2,,,,,,13X-06,scraped,
P2-0445,M06,android.media.tv,AdRequest,getStartTimeMillis,method,P2,,,,,,13X-06,scraped,
P2-0446,M06,android.media.tv,AdRequest,getStopTimeMillis,method,P2,,,,,,13X-06,scraped,
P2-0447,M06,android.media.tv,AdRequest,getUri,method,P2,,,,,,13X-06,scraped,
P2-0448,M06,android.media.tv,AdRequest,writeToParcel,method,P2,,,,,,13X-06,scraped,
P2-0449,M06,android.media.tv,AdRequest,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0450,M06,android.media.tv,AdRequest,REQUEST_TYPE_START,field,P2,,,,,,13X-06,scraped,
P2-0451,M06,android.media.tv,AdRequest,REQUEST_TYPE_STOP,field,P2,,,,,,13X-06,scraped,
P2-0452,M06,android.media.tv,AdResponse,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0453,M06,android.media.tv,AdResponse,describeContents,method,P2,,,,,,13X-06,scraped,
P2-0454,M06,android.media.tv,AdResponse,getElapsedTimeMillis,method,P2,,,,,,13X-06,scraped,
P2-0455,M06,android.media.tv,AdResponse,getId,method,P2,,,,,,13X-06,scraped,
P2-0456,M06,android.media.tv,AdResponse,getResponseType,method,P2,,,,,,13X-06,scraped,
P2-0457,M06,android.media.tv,AdResponse,writeToParcel,method,P2,,,,,,13X-06,scraped,
P2-0458,M06,android.media.tv,AdResponse,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0459,M06,android.media.tv,AdResponse,RESPONSE_TYPE_BUFFERING,field,P2,,,,,,13X-06,scraped,
P2-0460,M06,android.media.tv,AdResponse,RESPONSE_TYPE_ERROR,field,P2,,,,,,13X-06,scraped,
P2-0461,M06,android.media.tv,AdResponse,RESPONSE_TYPE_FINISHED,field,P2,,,,,,13X-06,scraped,
P2-0462,M06,android.media.tv,AdResponse,RESPONSE_TYPE_PLAYING,field,P2,,,,,,13X-06,scraped,
P2-0463,M06,android.media.tv,AdResponse,RESPONSE_TYPE_STOPPED,field,P2,,,,,,13X-06,scraped,
P2-0464,M06,android.media.tv,AitInfo,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0465,M06,android.media.tv,AitInfo,describeContents,method,P2,,,,,,13X-06,scraped,
P2-0466,M06,android.media.tv,AitInfo,getType,method,P2,,,,,,13X-06,scraped,
P2-0467,M06,android.media.tv,AitInfo,getVersion,method,P2,,,,,,13X-06,scraped,
P2-0468,M06,android.media.tv,AitInfo,writeToParcel,method,P2,,,,,,13X-06,scraped,
P2-0469,M06,android.media.tv,AitInfo,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0470,M06,android.media.tv,BroadcastInfoRequest,describeContents,method,P2,,,,,,13X-06,scraped,
P2-0471,M06,android.media.tv,BroadcastInfoRequest,getOption,method,P2,,,,,,13X-06,scraped,
P2-0472,M06,android.media.tv,BroadcastInfoRequest,getRequestId,method,P2,,,,,,13X-06,scraped,
P2-0473,M06,android.media.tv,BroadcastInfoRequest,getType,method,P2,,,,,,13X-06,scraped,
P2-0474,M06,android.media.tv,BroadcastInfoRequest,writeToParcel,method,P2,,,,,,13X-06,scraped,
P2-0475,M06,android.media.tv,BroadcastInfoRequest,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0476,M06,android.media.tv,BroadcastInfoRequest,REQUEST_OPTION_AUTO_UPDATE,field,P2,,,,,,13X-06,scraped,
P2-0477,M06,android.media.tv,BroadcastInfoRequest,REQUEST_OPTION_REPEAT,field,P2,,,,,,13X-06,scraped,
P2-0478,M06,android.media.tv,BroadcastInfoResponse,describeContents,method,P2,,,,,,13X-06,scraped,
P2-0479,M06,android.media.tv,BroadcastInfoResponse,getRequestId,method,P2,,,,,,13X-06,scraped,
P2-0480,M06,android.media.tv,BroadcastInfoResponse,getResponseResult,method,P2,,,,,,13X-06,scraped,
P2-0481,M06,android.media.tv,BroadcastInfoResponse,getSequence,method,P2,,,,,,13X-06,scraped,
P2-0482,M06,android.media.tv,BroadcastInfoResponse,getType,method,P2,,,,,,13X-06,scraped,
P2-0483,M06,android.media.tv,BroadcastInfoResponse,writeToParcel,method,P2,,,,,,13X-06,scraped,
P2-0484,M06,android.media.tv,BroadcastInfoResponse,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0485,M06,android.media.tv,BroadcastInfoResponse,RESPONSE_RESULT_CANCEL,field,P2,,,,,,13X-06,scraped,
P2-0486,M06,android.media.tv,BroadcastInfoResponse,RESPONSE_RESULT_ERROR,field,P2,,,,,,13X-06,scraped,
P2-0487,M06,android.media.tv,BroadcastInfoResponse,RESPONSE_RESULT_OK,field,P2,,,,,,13X-06,scraped,
P2-0488,M06,android.media.tv,CommandRequest,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0489,M06,android.media.tv,CommandRequest,getArgumentType,method,P2,,,,,,13X-06,scraped,
P2-0490,M06,android.media.tv,CommandRequest,getArguments,method,P2,,,,,,13X-06,scraped,
P2-0491,M06,android.media.tv,CommandRequest,getName,method,P2,,,,,,13X-06,scraped,
P2-0492,M06,android.media.tv,CommandRequest,getNamespace,method,P2,,,,,,13X-06,scraped,
P2-0493,M06,android.media.tv,CommandRequest,ARGUMENT_TYPE_JSON,field,P2,,,,,,13X-06,scraped,
P2-0494,M06,android.media.tv,CommandRequest,ARGUMENT_TYPE_XML,field,P2,,,,,,13X-06,scraped,
P2-0495,M06,android.media.tv,CommandRequest,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0496,M06,android.media.tv,CommandResponse,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0497,M06,android.media.tv,CommandResponse,getResponse,method,P2,,,,,,13X-06,scraped,
P2-0498,M06,android.media.tv,CommandResponse,getResponseType,method,P2,,,,,,13X-06,scraped,
P2-0499,M06,android.media.tv,CommandResponse,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0500,M06,android.media.tv,CommandResponse,RESPONSE_TYPE_JSON,field,P2,,,,,,13X-06,scraped,
P2-0501,M06,android.media.tv,CommandResponse,RESPONSE_TYPE_XML,field,P2,,,,,,13X-06,scraped,
P2-0502,M06,android.media.tv,DsmccRequest,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0503,M06,android.media.tv,DsmccRequest,getUri,method,P2,,,,,,13X-06,scraped,
P2-0504,M06,android.media.tv,DsmccRequest,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0505,M06,android.media.tv,DsmccResponse,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0506,M06,android.media.tv,DsmccResponse,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0507,M06,android.media.tv,DsmccResponse,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0508,M06,android.media.tv,DsmccResponse,getBiopMessageType,method,P2,,,,,,13X-06,scraped,
P2-0509,M06,android.media.tv,DsmccResponse,getChildList,method,P2,,,,,,13X-06,scraped,
P2-0510,M06,android.media.tv,DsmccResponse,getFile,method,P2,,,,,,13X-06,scraped,
P2-0511,M06,android.media.tv,DsmccResponse,getStreamEventIds,method,P2,,,,,,13X-06,scraped,
P2-0512,M06,android.media.tv,DsmccResponse,getStreamEventNames,method,P2,,,,,,13X-06,scraped,
P2-0513,M06,android.media.tv,DsmccResponse,BIOP_MESSAGE_TYPE_DIRECTORY,field,P2,,,,,,13X-06,scraped,
P2-0514,M06,android.media.tv,DsmccResponse,BIOP_MESSAGE_TYPE_FILE,field,P2,,,,,,13X-06,scraped,
P2-0515,M06,android.media.tv,DsmccResponse,BIOP_MESSAGE_TYPE_SERVICE_GATEWAY,field,P2,,,,,,13X-06,scraped,
P2-0516,M06,android.media.tv,DsmccResponse,BIOP_MESSAGE_TYPE_STREAM,field,P2,,,,,,13X-06,scraped,
P2-0517,M06,android.media.tv,DsmccResponse,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0518,M06,android.media.tv,PesRequest,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0519,M06,android.media.tv,PesRequest,getStreamId,method,P2,,,,,,13X-06,scraped,
P2-0520,M06,android.media.tv,PesRequest,getTsPid,method,P2,,,,,,13X-06,scraped,
P2-0521,M06,android.media.tv,PesRequest,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0522,M06,android.media.tv,PesResponse,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0523,M06,android.media.tv,PesResponse,getSharedFilterToken,method,P2,,,,,,13X-06,scraped,
P2-0524,M06,android.media.tv,PesResponse,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0525,M06,android.media.tv,SectionRequest,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0526,M06,android.media.tv,SectionRequest,getTableId,method,P2,,,,,,13X-06,scraped,
P2-0527,M06,android.media.tv,SectionRequest,getTsPid,method,P2,,,,,,13X-06,scraped,
P2-0528,M06,android.media.tv,SectionRequest,getVersion,method,P2,,,,,,13X-06,scraped,
P2-0529,M06,android.media.tv,SectionRequest,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0530,M06,android.media.tv,SectionResponse,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0531,M06,android.media.tv,SectionResponse,getSessionData,method,P2,,,,,,13X-06,scraped,
P2-0532,M06,android.media.tv,SectionResponse,getSessionId,method,P2,,,,,,13X-06,scraped,
P2-0533,M06,android.media.tv,SectionResponse,getVersion,method,P2,,,,,,13X-06,scraped,
P2-0534,M06,android.media.tv,SectionResponse,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0535,M06,android.media.tv,StreamEventRequest,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0536,M06,android.media.tv,StreamEventRequest,getEventName,method,P2,,,,,,13X-06,scraped,
P2-0537,M06,android.media.tv,StreamEventRequest,getTargetUri,method,P2,,,,,,13X-06,scraped,
P2-0538,M06,android.media.tv,StreamEventRequest,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0539,M06,android.media.tv,StreamEventResponse,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0540,M06,android.media.tv,StreamEventResponse,getData,method,P2,,,,,,13X-06,scraped,
P2-0541,M06,android.media.tv,StreamEventResponse,getEventId,method,P2,,,,,,13X-06,scraped,
P2-0542,M06,android.media.tv,StreamEventResponse,getNptMillis,method,P2,,,,,,13X-06,scraped,
P2-0543,M06,android.media.tv,StreamEventResponse,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0544,M06,android.media.tv,TableRequest,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0545,M06,android.media.tv,TableRequest,getTableId,method,P2,,,,,,13X-06,scraped,
P2-0546,M06,android.media.tv,TableRequest,getTableName,method,P2,,,,,,13X-06,scraped,
P2-0547,M06,android.media.tv,TableRequest,getVersion,method,P2,,,,,,13X-06,scraped,
P2-0548,M06,android.media.tv,TableRequest,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0549,M06,android.media.tv,TableRequest,TABLE_NAME_BAT,field,P2,,,,,,13X-06,scraped,
P2-0550,M06,android.media.tv,TableRequest,TABLE_NAME_CAT,field,P2,,,,,,13X-06,scraped,
P2-0551,M06,android.media.tv,TableRequest,TABLE_NAME_EIT,field,P2,,,,,,13X-06,scraped,
P2-0552,M06,android.media.tv,TableRequest,TABLE_NAME_NIT,field,P2,,,,,,13X-06,scraped,
P2-0553,M06,android.media.tv,TableRequest,TABLE_NAME_PAT,field,P2,,,,,,13X-06,scraped,
P2-0554,M06,android.media.tv,TableRequest,TABLE_NAME_PMT,field,P2,,,,,,13X-06,scraped,
P2-0555,M06,android.media.tv,TableRequest,TABLE_NAME_SDT,field,P2,,,,,,13X-06,scraped,
P2-0556,M06,android.media.tv,TableRequest,TABLE_NAME_SIT,field,P2,,,,,,13X-06,scraped,
P2-0557,M06,android.media.tv,TableRequest,TABLE_NAME_TDT,field,P2,,,,,,13X-06,scraped,
P2-0558,M06,android.media.tv,TableRequest,TABLE_NAME_TOT,field,P2,,,,,,13X-06,scraped,
P2-0559,M06,android.media.tv,TableResponse,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0560,M06,android.media.tv,TableResponse,getSize,method,P2,,,,,,13X-06,scraped,
P2-0561,M06,android.media.tv,TableResponse,getTableByteArray,method,P2,,,,,,13X-06,scraped,
P2-0562,M06,android.media.tv,TableResponse,getTableSharedMemory,method,P2,,,,,,13X-06,scraped,
P2-0563,M06,android.media.tv,TableResponse,getTableUri,method,P2,,,,,,13X-06,scraped,
P2-0564,M06,android.media.tv,TableResponse,getVersion,method,P2,,,,,,13X-06,scraped,
P2-0565,M06,android.media.tv,TableResponse,CREATOR,field,P2,,,,,,13X-06,scraped,
P2-0566,M06,android.media.tv.interactive,AppLinkInfo,<init>,ctor,P2,,,,,,13X-06,scraped,
P2-0567,M06,android.media.tv.interactive,AppLinkInfo,describeContents,method,P2,,,,,,13X-06,scraped,
P2-0568,M06,android.media.tv.interactive,AppLinkInfo,getComponentName,method,P2,,,,,,13X-06,scraped,
